id,n_victimas,tipo_de_calle,comuna,longitud,latitud,participantes,victima,acusado,direccion_normalizada,rol,sexo,edad,fecha_hora,fecha_fallecimiento,categoria_edad,encrucijada
2016-0080,1,GRAL PAZ,9,-58.52927982,-34.63931752,AUTO-SD,AUTO,AUTO,"PAZ, GRAL. AV. y RIVADAVIA AV.",CONDUCTOR,MASCULINO,60,2016-06-18 06:42:00,2016-06-18,45-64,True
2016-0081,1,AVENIDA,12,-58.4872106,-34.55904606,MOTO-AUTO,MOTO,AUTO,"LARRALDE, CRISOLOGO AV. y MACHAIN",CONDUCTOR,MASCULINO,40,2016-06-22 07:42:00,2016-06-22,30-44,True
2016-0082,1,AVENIDA,4,-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO,LA PLATA AV. 2384,PEATON,MASCULINO,87,2016-06-27 18:24:00,2016-07-05,65+,False
2016-0083,1,AVENIDA,6,-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO,"ALBERDI, JUAN BAUTISTA AV. y PUAN",PEATON,FEMENINO,76,2016-06-28 20:46:00,2016-06-29,65+,True
2016-0084,1,CALLE,1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS,"PELLEGRINI, CARLOS y TUCUMAN",PEATON,MASCULINO,57,2016-06-29 22:00:00,2016-07-08,45-64,True
2016-0085,1,AVENIDA,4,-58.42378834,-34.657341,MOTO-MOVIL,MOTO,OTRO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",CONDUCTOR,MASCULINO,35,2016-06-29 22:00:00,2016-06-29,30-44,True
2016-0086,1,AVENIDA,10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",PEATON,MASCULINO,75,2016-06-30 16:10:00,2016-07-01,65+,True
2016-0087,1,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,CONDUCTOR,MASCULINO,23,2016-07-02 00:10:00,2016-07-03,18-29,False
2016-0088,1,CALLE,12,-58.5015175,-34.56767549,PEATON-AUTO,PEATON,AUTO,CERETTI y NUÃ‘EZ,PEATON,FEMENINO,70,2016-07-11 15:30:00,2016-07-14,65+,True
2016-0089,1,AUTOPISTA,13,-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO,"LUGONES, LEOPOLDO AV. y LA PAMPA",PEATON,MASCULINO,35,2016-07-14 06:40:00,2016-07-14,30-44,True
2016-0090,1,AVENIDA,5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS,"SALGUERO, JERONIMO y RIVADAVIA AV.",PEATON,MASCULINO,60,2016-07-14 22:00:00,2016-07-15,45-64,True
2016-0092,1,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",CONDUCTOR,MASCULINO,24,2016-07-15 11:00:00,2016-07-15,18-29,True
2016-0093,1,AVENIDA,6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",CONDUCTOR,MASCULINO,35,2016-07-17 03:30:00,2016-07-19,30-44,True
2016-0095,1,AVENIDA,11,-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO,MERCEDES y MOSCONI GENERAL AV.,CONDUCTOR,MASCULINO,29,2016-07-23 06:12:00,2016-07-23,18-29,True
2016-0096,1,AUTOPISTA,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,CONDUCTOR,MASCULINO,35,2016-07-25 07:00:00,2016-07-25,30-44,False
2016-0097,1,CALLE,1,-58.39038605,-34.6156281,PEATON-AUTO,PEATON,AUTO,SOLIS y MEXICO,PEATON,MASCULINO,80,2016-07-26 18:45:00,2016-08-12,65+,True
2016-0098,1,AVENIDA,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,SAN JUAN AV. y ALBERTI,CONDUCTOR,FEMENINO,43,2016-07-27 16:08:00,2016-07-27,30-44,True
2016-0099,1,GRAL PAZ,11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,45,2016-07-29 16:00:00,2016-07-29,45-64,True
2016-0100,1,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"PAZ, GRAL. AV. y DONADO",CONDUCTOR,MASCULINO,57,2016-08-03 23:27:00,2016-08-03,45-64,True
2016-0101,1,GRAL PAZ,9,-58.52932872,-34.65014993,SD-SD,MOTO,AUTO,"PAZ, GRAL. AV. y CHAVEZ, JORGE",CONDUCTOR,MASCULINO,67,2016-08-07 19:42:00,2016-08-07,65+,True
2016-0102,1,AVENIDA,9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,"PERON, EVA AV. y SUAREZ, JOSE LEON",CONDUCTOR,MASCULINO,29,2016-08-10 23:37:00,2016-08-10,18-29,True
2016-0104,1,AVENIDA,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,ZINNY y SANTIAGO DE COMPOSTELA AV.,CONDUCTOR,MASCULINO,21,2016-08-14 21:15:00,2016-08-15,18-29,True
2016-0105,1,AVENIDA,15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,"LACROZE, FEDERICO AV. y FRAGA",PEATON,MASCULINO,19,2016-08-17 00:05:00,2016-08-26,18-29,True
2016-0106,1,AVENIDA,1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",PEATON,MASCULINO,38,2016-08-19 21:02:00,2016-08-19,30-44,True
2016-0107,1,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,CONDUCTOR,MASCULINO,21,2016-08-20 08:22:00,2016-08-20,18-29,False
2016-0109,1,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,AUTOPISTA PERITO MORENO y BARRAGAN,CONDUCTOR,FEMENINO,53,2016-08-24 05:45:00,2016-08-24,45-64,True
2016-0110,1,AVENIDA,9,-58.51232237,-34.6590353,PEATON-SD,PEATON,AUTO,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",PEATON,MASCULINO,57,2016-08-24 20:21:00,2016-08-24,45-64,True
2016-0111,1,AUTOPISTA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,LUGONES y LA PAMPA,CONDUCTOR,MASCULINO,27,2016-08-25 09:30:00,2016-08-25,18-29,True
2016-0112,1,AUTOPISTA,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,CONDUCTOR,MASCULINO,24,2016-08-27 04:40:00,2016-08-27,18-29,True
2016-0113,1,AVENIDA,9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",PEATON,FEMENINO,60,2016-08-27 16:45:00,2016-08-27,45-64,True
2016-0114,1,CALLE,14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,"SALGUERO, JERONIMO 1410",CICLISTA,FEMENINO,55,2016-08-31 11:20:00,2016-08-31,45-64,False
2016-0115,1,CALLE,12,-58.48935041,-34.54917673,SD-CARGAS,MOTO,CARGAS,ARIAS y TRONADOR,CONDUCTOR,MASCULINO,35,2016-09-02 11:50:00,2016-09-02,30-44,True
2016-0116,1,AVENIDA,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,27 DE FEBRERO AV. y ESCALADA AV.,CONDUCTOR,MASCULINO,30,2016-09-02 20:20:00,2016-09-02,30-44,True
2016-0117,1,AVENIDA,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,DEL LIBERTADOR AV. y TAGLE,CONDUCTOR,MASCULINO,43,2016-09-03 15:30:00,2016-09-03,30-44,True
2016-0118,1,AUTOPISTA,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,CONDUCTOR,MASCULINO,27,2016-09-04 03:30:00,2016-09-04,18-29,False
2016-0119,1,AVENIDA,12,-58.49659234,-34.56353635,SD-SD,MOTO,AUTO,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,35,2016-09-04 06:40:00,2016-09-04,30-44,True
2016-0122,1,AVENIDA,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,"PERON, EVA AV. 4233",CICLISTA,MASCULINO,49,2016-09-13 07:10:00,2016-09-13,45-64,False
2016-0123,1,AVENIDA,7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",CONDUCTOR,FEMENINO,58,2016-09-14 09:00:00,2016-09-14,45-64,True
2016-0124,1,AVENIDA,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. y RIVERA INDARTE AV.,PEATON,MASCULINO,67,2016-09-16 15:24:00,2016-09-16,65+,True
2016-0125,1,AUTOPISTA,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",CONDUCTOR,MASCULINO,30,2016-09-17 12:14:00,2016-09-17,30-44,True
2016-0126,1,CALLE,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,IRIGOYEN y TINOGASTA,CONDUCTOR,MASCULINO,37,2016-09-18 22:45:00,2016-09-18,30-44,True
2016-0126,1,CALLE,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,IRIGOYEN y TINOGASTA,PASAJERO_ACOMPAÑANTE,MASCULINO,60,2016-09-18 22:45:00,2016-09-18,45-64,True
2016-0127,1,AVENIDA,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,"ACOSTA, MARIANO y ROCA, CNEL. AV.",PEATON,MASCULINO,50,2016-09-24 10:25:00,2016-09-24,45-64,True
2016-0128,1,AVENIDA,5,-58.41914024,-34.6305389,PEATON-PASAJEROS,PEATON,PASAJEROS,CASTRO y PAVON AV.,PEATON,FEMENINO,81,2016-10-02 11:30:00,2016-10-02,65+,True
2016-0130,1,AUTOPISTA,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,CONDUCTOR,MASCULINO,29,2016-10-04 12:30:00,2016-10-04,18-29,False
2016-0131,1,CALLE,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,MIRAVE 3500,PEATON,MASCULINO,35,2016-10-09 19:13:00,2016-10-09,30-44,False
2016-0132,1,AVENIDA,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,SAN JUAN AV. y 24 DE NOVIEMBRE,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2016-10-10 02:30:00,2016-10-10,30-44,True
2016-0133,1,AVENIDA,14,-58.40204698,-34.5834269,MOTO-AUTO,MOTO,AUTO,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,CONDUCTOR,MASCULINO,41,2016-10-14 00:05:00,2016-10-25,30-44,True
2016-0134,1,AVENIDA,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,CONDUCTOR,MASCULINO,25,2016-10-23 05:00:00,2016-10-23,18-29,True
2016-0135,1,AVENIDA,14,-58.42260225,-34.56403694,PEATON-SD,PEATON,AUTO,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",PEATON,MASCULINO,29,2016-10-24 05:00:00,2016-10-25,18-29,True
2016-0136,1,AUTOPISTA,4,-58.39494285664109,-34.644526204916424,MOTO-CARGAS,MOTO,CARGAS,AU BUENOS AIRES - LA PLATA KM. 4,CONDUCTOR,MASCULINO,35,2016-10-25 00:00:00,2016-10-25,30-44,False
2016-0137,1,AVENIDA,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,SAN MARTIN AV. y LADINES,CONDUCTOR,MASCULINO,30,2016-10-25 00:39:00,2016-10-25,30-44,True
2016-0138,1,AVENIDA,13,-58.4590967,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,CABILDO AV. y BLANCO ENCALADA,CICLISTA,FEMENINO,33,2016-10-27 20:30:00,2016-10-27,30-44,True
2016-0139,1,AVENIDA,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,35,2016-10-28 23:00:00,2016-10-28,30-44,True
2016-0140,1,AVENIDA,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,JURAMENTO AV. y VUELTA DE OBLIGADO,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2016-10-31 02:58:00,2016-10-31,18-29,True
2016-0142,1,AVENIDA,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",CONDUCTOR,MASCULINO,46,2016-11-05 23:30:00,2016-11-05,45-64,True
2016-0143,1,AVENIDA,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,AUTO,27 DE FEBRERO AV. y ESCALADA AV.,CONDUCTOR,MASCULINO,35,2016-11-06 04:41:00,2016-11-06,30-44,True
2016-0144,1,AVENIDA,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,"BROWN, ALTE. AV. 984",PEATON,MASCULINO,83,2016-11-07 12:10:00,2016-11-07,65+,False
2016-0145,1,AVENIDA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,DEL LIBERTADOR AV. y LA PAMPA,CONDUCTOR,MASCULINO,39,2016-11-07 20:56:00,2016-11-07,30-44,True
2016-0146,1,AVENIDA,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PICHINCHA AV. y BRASIL,PEATON,FEMENINO,29,2016-11-09 20:00:00,2016-11-09,18-29,True
2016-0147,1,AVENIDA,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",PASAJERO_ACOMPAÑANTE,MASCULINO,55,2016-11-16 21:15:00,2016-11-16,45-64,True
2016-0148,1,AVENIDA,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,GARMENDIA AV. 4895,CONDUCTOR,MASCULINO,35,2016-11-16 22:20:00,2016-11-16,30-44,False
2016-0150,1,AVENIDA,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,"ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",PASAJERO_ACOMPAÑANTE,MASCULINO,41,2016-11-18 18:20:00,2016-11-18,30-44,True
2016-0151,1,CALLE,0,-58.434045719948294,-34.61702384565693,PEATON-SD,PEATON,AUTO,IRIGOYEN y TINOGASTA,PEATON,MASCULINO,35,2016-11-18 20:35:00,2016-11-18,30-44,False
2016-0152,1,AVENIDA,7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,"MORENO, PERITO AV. y ZUVIRIA",CONDUCTOR,MASCULINO,42,2016-11-23 21:10:00,2016-11-24,30-44,True
2016-0153,1,AVENIDA,15,-58.4291709,-34.59485488,PEATON-MOTO,PEATON,MOTO,ARAOZ y CORDOBA AV.,PEATON,FEMENINO,83,2016-11-25 15:42:00,2016-11-25,65+,True
2016-0154,1,GRAL PAZ,8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,"PAZ, GRAL. AV. 15200",CONDUCTOR,MASCULINO,38,2016-11-26 14:14:00,2016-11-26,30-44,False
2016-0155,1,CALLE,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,MADERO 900,PEATON,FEMENINO,29,2016-11-26 16:50:00,2016-11-26,18-29,False
2016-0156,1,AVENIDA,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,INDEPENDENCIA AV. y DEAN FUNES,CONDUCTOR,MASCULINO,23,2016-11-26 19:40:00,2016-11-30,18-29,True
2016-0157,1,AVENIDA,11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,"JUSTO, JUAN B. AV. 5645",CONDUCTOR,MASCULINO,23,2016-12-03 06:40:00,2016-12-03,18-29,False
2016-0159,1,AVENIDA,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,AUTO,27 DE FEBRERO AV. y ESCALADA AV.,CONDUCTOR,MASCULINO,23,2016-12-04 07:21:00,2016-12-04,18-29,True
2016-0160,1,AUTOPISTA,9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),CONDUCTOR,MASCULINO,29,2016-12-06 05:30:00,2016-12-06,18-29,False
2016-0161,1,AVENIDA,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,SANTA FE AV. y GODOY CRUZ,PEATON,MASCULINO,50,2016-12-06 07:22:00,2016-12-06,45-64,True
2016-0162,1,AVENIDA,15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,"LACROZE, FEDERICO AV. y FOREST AV.",PEATON,MASCULINO,38,2016-12-07 05:00:00,2017-01-01,30-44,True
2016-0163,1,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",CONDUCTOR,MASCULINO,23,2016-12-10 07:30:00,2016-12-10,18-29,True
2016-0164,1,AVENIDA,4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",CONDUCTOR,MASCULINO,29,2016-12-11 06:16:00,2016-12-11,18-29,True
2016-0165,1,AVENIDA,4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,"GARCIA, MARTIN AV. 300",CICLISTA,MASCULINO,37,2016-12-12 08:25:00,2016-12-12,30-44,False
2016-0168,1,AVENIDA,4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",CONDUCTOR,MASCULINO,43,2016-12-13 10:40:00,2016-12-13,30-44,True
2016-0169,1,AVENIDA,12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",CONDUCTOR,MASCULINO,24,2016-12-15 15:30:00,2016-12-16,18-29,True
2016-0170,1,GRAL PAZ,12,-58.50598256,-34.5637998,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. 4500",PASAJERO_ACOMPAÑANTE,MASCULINO,21,2016-12-19 17:10:00,2016-12-19,18-29,False
2016-0171,1,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",CONDUCTOR,MASCULINO,35,2016-12-25 19:00:00,2016-12-25,30-44,True
2016-0172,1,AVENIDA,5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,"GARAY, JUAN DE AV. y CASTRO",CONDUCTOR,MASCULINO,38,2016-12-26 08:00:00,2016-12-26,30-44,True
2016-0173,1,AVENIDA,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,DIRECTORIO AV. y SAN PEDRITO AV.,CONDUCTOR,MASCULINO,35,2016-12-26 19:52:00,2016-12-26,30-44,True
2016-0174,1,AUTOPISTA,0,-58.436478476892624,-34.627100951874006,SD-SD,MOTO,AUTO,AUTOPISTA 25 DE MAYO,CONDUCTOR,MASCULINO,35,2016-12-27 00:00:00,2016-12-27,30-44,False
2016-0175,1,CALLE,7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",PEATON,FEMENINO,35,2016-12-27 08:15:00,2016-12-27,30-44,True
2016-0176,1,AVENIDA,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,BELGRANO AV. y PASEO COLON AV.,CONDUCTOR,MASCULINO,28,2016-12-28 01:41:00,2016-12-28,18-29,True
2016-0177,1,CALLE,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,ARENALES 3319,PEATON,FEMENINO,27,2016-12-29 04:00:00,2016-12-29,18-29,False
2016-0178,1,CALLE,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,PEATON,FEMENINO,7,2016-12-30 16:18:00,2016-12-30,0-17,True
2017-0001,1,AVENIDA,11,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",CONDUCTOR,MASCULINO,18,2017-01-02 01:00:00,2017-01-02,18-29,True
2017-0003,1,AVENIDA,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,OLAVARRIA y VELEZ SARSFIELD AV.,PASAJERO_ACOMPAÑANTE,MASCULINO,33,2017-01-05 03:10:00,2017-01-05,30-44,True
2017-0007,1,CALLE,1,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE,LIMA y MEXICO,PEATON,MASCULINO,48,2017-01-11 17:00:00,2017-01-11,45-64,True
2017-0008,1,CALLE,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,"CABRERA, JOSE A. y BONPLAND",CONDUCTOR,MASCULINO,29,2017-01-16 00:40:00,2017-01-16,18-29,True
2017-0009,1,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA 25 DE MAYO y BOEDO AV.,CONDUCTOR,MASCULINO,36,2017-01-16 13:56:00,2017-01-16,30-44,False
2017-0010,1,AVENIDA,6,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO,DIRECTORIO AV. y RIGLOS,CONDUCTOR,MASCULINO,23,2017-01-16 16:30:00,2017-01-16,18-29,True
2017-0011,1,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,29,2017-01-22 02:30:00,2017-01-22,18-29,True
2017-0012,1,CALLE,4,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS,"TRAFUL y TABORDA, DIOGENES",CONDUCTOR,MASCULINO,30,2017-01-24 14:00:00,2017-01-24,30-44,True
2017-0013,1,AVENIDA,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,"IRIARTE, GRAL. AV. 3055",PEATON,MASCULINO,4,2017-01-27 07:00:00,2017-01-27,0-17,False
2017-0014,1,AVENIDA,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,DONADO y ARIAS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2017-01-28 08:27:34,2017-01-28,18-29,True
2017-0015,1,AVENIDA,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,CORDOBA AV. y CALLAO AV.,PEATON,MASCULINO,82,2017-02-02 15:18:03,2017-02-21,65+,True
2017-0016,1,AUTOPISTA,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA 25 DE MAYO KM. 8.3,CONDUCTOR,MASCULINO,27,2017-02-03 05:12:21,2017-02-04,18-29,False
2017-0017,1,AVENIDA,14,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO,"JUSTO, JUAN B. AV. y PARAGUAY",CONDUCTOR,MASCULINO,32,2017-02-06 08:00:00,2017-02-06,30-44,True
2017-0018,1,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",CONDUCTOR,MASCULINO,30,2017-02-09 07:00:00,2017-02-09,30-44,True
2017-0021,1,CALLE,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,SARMIENTO y LIBERTAD,CONDUCTOR,MASCULINO,43,2017-02-18 05:30:00,2017-02-18,30-44,True
2017-0024,1,AVENIDA,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. 7121,PEATON,MASCULINO,39,2017-02-23 20:50:00,2017-02-23,30-44,False
2017-0025,1,AVENIDA,7,-58.43614426,-34.6542464,MOTO-SD,MOTO,AUTO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",CONDUCTOR,MASCULINO,23,2017-02-24 17:05:00,2017-02-24,18-29,True
2017-0026,1,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"MORENO, PERITO AV. y FOURNIER",PASAJERO_ACOMPAÑANTE,FEMENINO,23,2017-02-26 05:15:00,2017-02-26,18-29,True
2017-0026,1,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,"MORENO, PERITO AV. y FOURNIER",CONDUCTOR,MASCULINO,19,2017-02-26 05:15:00,2017-02-26,18-29,True
2017-0027,1,AVENIDA,1,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO,CASEROS AV. 1429,PEATON,MASCULINO,35,2017-02-26 21:57:00,2017-02-26,30-44,False
2017-0028,1,AVENIDA,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,GAONA AV. y FRAGATA PRES. SARMIENTO,PEATON,MASCULINO,87,2017-02-28 09:20:00,2017-02-28,65+,True
2017-0029,1,CALLE,9,-58.48501341,-34.64742455,SD-AUTO,MOTO,AUTO,MOZART y TANDIL,CONDUCTOR,MASCULINO,34,2017-03-07 02:15:00,2017-03-07,30-44,True
2017-0030,1,AVENIDA,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,CONDUCTOR,FEMENINO,27,2017-03-07 08:00:00,2017-03-07,18-29,True
2017-0031,1,CALLE,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,24 DE NOVIEMBRE y PAVON,PASAJERO_ACOMPAÑANTE,MASCULINO,70,2017-03-11 01:30:00,2017-03-11,65+,True
2017-0032,1,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,"PAZ, GRAL. AV. y LOS CEDROS",PASAJERO_ACOMPAÑANTE,FEMENINO,40,2017-03-12 05:00:00,2017-03-12,30-44,True
