id,n_victimas,tipo_de_calle,comuna,longitud,latitud,participantes,victima,acusado,direccion_normalizada,rol,sexo,edad,fecha_hora,fecha_fallecimiento,categoria_edad,encrucijada
2017-0159,1,AVENIDA,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",CONDUCTOR,MASCULINO,27,2017-12-20 04:31:27,2017-12-20,18-29,True
2017-0160,1,AVENIDA,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,NAZCA AV. 365,PEATON,FEMENINO,30,2017-12-22 13:15:00,2017-12-22,30-44,False
2017-0161,1,AVENIDA,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,"PERON, EVA AV. 5249",PEATON,FEMENINO,30,2017-12-26 15:30:00,2017-12-26,30-44,False
2018-0001,1,AVENIDA,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,SAN JUAN AV. y RINCON,PEATON,MASCULINO,83,2018-01-01 22:50:00,2018-01-02,65+,True
2018-0002,1,CALLE,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,PERU 937,CICLISTA,FEMENINO,26,2018-01-03 16:40:00,2018-01-03,18-29,False
2018-0003,1,AVENIDA,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",PEATON,FEMENINO,58,2018-01-05 10:12:00,2018-01-05,45-64,True
2018-0004,1,AVENIDA,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,DEL LIBERTADOR AV. y MANZANARES,CONDUCTOR,MASCULINO,39,2018-01-09 09:40:00,2018-01-09,30-44,True
2018-0005,1,AVENIDA,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PASEO COLON AV. 1019,PEATON,MASCULINO,54,2018-01-09 22:30:00,2018-01-09,45-64,False
2018-0006,1,CALLE,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,VALLE y BARCO CENTENERA DEL,CICLISTA,FEMENINO,45,2018-01-10 21:15:00,2018-01-10,45-64,True
2018-0007,1,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,AUTOPISTA PERITO MORENO KM. 0.6,CONDUCTOR,MASCULINO,46,2018-01-11 02:30:00,2018-01-11,45-64,False
2018-0008,1,AVENIDA,1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,"HUERGO, ING. AV. e INDEPENDENCIA AV.",CONDUCTOR,FEMENINO,32,2018-01-12 17:50:00,2018-01-12,30-44,True
2018-0009,1,AVENIDA,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,"PILCOMAYO y BROWN, ALTE. AV.",CONDUCTOR,MASCULINO,19,2018-01-14 02:00:00,2018-01-14,18-29,True
2018-0010,1,CALLE,10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,"CERVANTES y BELAUSTEGUI, LUIS, DR.",CONDUCTOR,MASCULINO,40,2018-01-18 05:10:00,2018-01-18,30-44,True
2018-0011,1,AVENIDA,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,"CALLAO AV. y LOPEZ, VICENTE",PEATON,MASCULINO,84,2018-01-19 10:30:00,2018-01-19,65+,True
2018-0012,1,CALLE,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",CONDUCTOR,MASCULINO,20,2018-01-26 13:30:00,2018-01-26,18-29,True
2018-0013,1,AVENIDA,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONGRESO AV. y GALVAN,CONDUCTOR,MASCULINO,44,2018-01-28 08:15:00,2018-01-28,30-44,True
2018-0014,1,AVENIDA,7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,"MORENO, PERITO AV. y RIVERA INDARTE AV.",PEATON,MASCULINO,35,2018-01-31 20:00:00,2018-02-04,30-44,True
2018-0015,1,AVENIDA,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,AUSTRALIA AV. 2800,CONDUCTOR,MASCULINO,28,2018-02-06 01:00:00,2018-02-06,18-29,False
2018-0015,1,AVENIDA,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,AUSTRALIA AV. 2800,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06 01:00:00,2018-02-06,18-29,False
2018-0016,1,AVENIDA,1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",CONDUCTOR,MASCULINO,31,2018-02-15 10:15:00,2018-02-15,30-44,True
2018-0017,1,AVENIDA,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,SAN PEDRITO AV. y RIVADAVIA AV.,PEATON,MASCULINO,35,2018-02-17 04:15:00,2018-02-20,30-44,True
2018-0018,1,CALLE,4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,"ISABEL LA CATOLICA y SALVADORES, CNEL.",CONDUCTOR,MASCULINO,26,2018-02-17 07:15:00,2018-02-17,18-29,True
2018-0019,1,AVENIDA,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,LAS HERAS GENERAL AV. y CALLAO AV.,PEATON,FEMENINO,80,2018-02-17 12:30:00,2018-02-17,65+,True
2018-0020,1,AUTOPISTA,8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",CONDUCTOR,MASCULINO,26,2018-02-19 22:00:00,2018-02-19,18-29,False
2018-0021,1,AVENIDA,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,"ALCORTA, AMANCIO AV. y ZAVALETA",PEATON,FEMENINO,62,2018-02-22 10:45:00,2018-02-22,45-64,True
2018-0022,1,AVENIDA,4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",CONDUCTOR,MASCULINO,28,2018-02-24 00:00:00,2018-02-24,18-29,True
2018-0023,1,CALLE,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,BARCO CENTENERA DEL y ROSARIO,CONDUCTOR,MASCULINO,28,2018-02-24 06:00:00,2018-02-24,18-29,True
2018-0024,1,AVENIDA,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,ALVAREZ THOMAS AV. y DONADO,PEATON,MASCULINO,70,2018-02-28 23:00:00,2018-02-28,65+,True
2018-0025,1,AVENIDA,7,-58.4596221,-34.6224514,PEATON-AUTO,PEATON,AUTO,AVELLANEDA AV. y BOYACA AV.,PEATON,MASCULINO,70,2018-03-04 22:30:00,2018-03-05,65+,True
2018-0026,1,AVENIDA,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",CONDUCTOR,MASCULINO,24,2018-03-09 04:45:00,2018-03-09,18-29,True
2018-0026,1,AVENIDA,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09 04:45:00,2018-03-09,30-44,True
2018-0027,1,CALLE,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,CASTRO y RONDEAU,PEATON,FEMENINO,74,2018-03-11 23:00:00,2018-03-11,65+,True
2018-0028,1,AVENIDA,9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,"BILBAO, FRANCISCO AV. y AZUL",PEATON,MASCULINO,71,2018-03-13 15:45:00,2018-03-13,65+,True
2018-0029,1,AVENIDA,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,NAZCA AV. y GAONA AV.,CONDUCTOR,MASCULINO,26,2018-03-15 18:00:00,2018-03-15,18-29,True
2018-0030,1,AVENIDA,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,PLAZA y ALVAREZ THOMAS AV.,CONDUCTOR,MASCULINO,24,2018-03-20 01:30:00,2018-03-20,18-29,True
2018-0031,1,AVENIDA,11,-58.46909362,-34.6177971,MOTO-CARGAS,MOTO,CARGAS,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",CONDUCTOR,MASCULINO,31,2018-03-28 10:15:00,2018-03-28,30-44,True
2018-0032,1,AVENIDA,13,-58.44704343,-34.5688864,PEATON-PASAJEROS,PEATON,PASAJEROS,CABILDO AV. y AGUILAR,PEATON,MASCULINO,70,2018-04-02 13:00:00,2018-04-02,65+,True
2018-0033,1,AVENIDA,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CAMARONES y LOPE DE VEGA AV.,CONDUCTOR,FEMENINO,42,2018-04-07 07:30:00,2018-04-10,30-44,True
2018-0034,1,AVENIDA,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,SANTA FE AV. 2320,PEATON,MASCULINO,24,2018-04-11 18:15:00,2018-04-11,18-29,False
2018-0035,1,AVENIDA,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. 6950,PEATON,FEMENINO,39,2018-04-12 16:45:00,2018-04-12,30-44,False
2018-0036,1,AVENIDA,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,SAN MARTIN AV. y ARGERICH,CONDUCTOR,MASCULINO,37,2018-04-13 23:15:00,2018-04-15,30-44,True
2018-0037,1,AVENIDA,2,-58.3987261,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,"CORDOBA AV. y URIBURU JOSE E., PRES.",PEATON,MASCULINO,84,2018-04-18 18:45:00,2018-04-19,65+,True
2018-0038,1,AVENIDA,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,RIVADAVIA AV. 1571,PEATON,FEMENINO,59,2018-04-20 17:10:00,2018-04-20,45-64,False
2018-0038,1,AVENIDA,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,RIVADAVIA AV. 1571,PEATON,MASCULINO,61,2018-04-20 17:10:00,2018-04-20,45-64,False
2018-0039,1,AUTOPISTA,14,-58.41762852029412,-34.580215296176476,PEATON-AUTO,PEATON,AUTO,AUTOPISTA LUGONES KM 4.7,PEATON,MASCULINO,37,2018-04-21 22:15:00,2018-04-21,30-44,False
2018-0040,1,CALLE,13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",PEATON,FEMENINO,35,2018-04-27 11:00:00,2018-04-27,30-44,True
2018-0041,1,AVENIDA,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",PEATON,FEMENINO,78,2018-04-27 13:30:00,2018-04-27,65+,True
2018-0042,1,CALLE,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,BRANDSEN y PERDRIEL,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27 18:43:00,2018-04-27,18-29,True
2018-0043,1,AVENIDA,11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",CONDUCTOR,MASCULINO,25,2018-04-28 06:30:00,2018-04-29,18-29,True
2018-0044,1,AVENIDA,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,ALBERTI e INDEPENDENCIA AV.,PEATON,FEMENINO,50,2018-04-28 09:00:00,2018-04-28,45-64,True
2018-0045,1,AVENIDA,13,-58.45448963,-34.5791692,AUTO-CARGAS,AUTO,CARGAS,ALVAREZ THOMAS AV. 879,CONDUCTOR,MASCULINO,60,2018-04-30 07:00:00,2018-04-30,45-64,False
2018-0046,1,GRAL PAZ,9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,"PAZ, GRAL. AV. y RIVADAVIA AV.",PEATON,MASCULINO,11,2018-05-02 03:15:00,2018-05-02,0-17,True
2018-0047,1,AVENIDA,15,-58.44759966,-34.5917024,PEATON-PASAJEROS,PEATON,PASAJEROS,CORRIENTES AV. y DORREGO AV.,PEATON,MASCULINO,82,2018-05-08 19:00:00,2018-05-09,65+,True
2018-0048,1,AVENIDA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. y PEDERNERA,PEATON,MASCULINO,57,2018-05-09 10:30:00,2018-05-16,45-64,True
2018-0049,1,CALLE,13,-58.4621322,-34.55395823,PEATON-AUTO,PEATON,AUTO,QUESADA 2300,PEATON,FEMENINO,40,2018-05-11 19:15:00,2018-05-13,30-44,False
2018-0050,1,AVENIDA,13,-58.45669422,-34.5620361,PEATON-PASAJEROS,PEATON,PASAJEROS,CABILDO AV. y JURAMENTO AV.,PEATON,FEMENINO,47,2018-05-14 18:45:00,2018-05-24,45-64,True
2018-0051,1,CALLE,4,-58.3597716,-34.64341878,PEATON-AUTO,PEATON,AUTO,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",PEATON,FEMENINO,57,2018-05-15 21:15:00,2018-05-15,45-64,True
2018-0052,1,AVENIDA,15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",PEATON,MASCULINO,78,2018-05-18 20:30:00,2018-05-19,65+,True
2018-0053,1,CALLE,3,-58.4105928,-34.5993918,MOTO-AUTO,MOTO,AUTO,SAN LUIS y AGUERO,CONDUCTOR,MASCULINO,43,2018-05-20 02:30:00,2018-05-20,30-44,True
2018-0054,1,CALLE,12,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,LUGONES 2430,PEATON,FEMENINO,86,2018-05-22 11:15:00,2018-05-25,65+,False
2018-0055,1,AVENIDA,3,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,INDEPENDENCIA AV. y JUJUY AV.,CONDUCTOR,MASCULINO,21,2018-05-29 07:30:00,2018-05-29,18-29,True
2018-0056,1,AVENIDA,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. 11050,PEATON,FEMENINO,69,2018-06-02 13:00:00,2018-06-04,65+,False
2018-0057,1,CALLE,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,COMBATE DE LOS POZOS y HUMBERTO 1Â°,CONDUCTOR,MASCULINO,33,2018-06-03 03:30:00,2018-06-04,30-44,True
2018-0058,1,AVENIDA,15,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CORDOBA AV. y THAMES,CONDUCTOR,MASCULINO,26,2018-06-03 06:30:00,2018-06-13,18-29,True
2018-0059,1,AVENIDA,5,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",CONDUCTOR,MASCULINO,54,2018-06-08 06:20:00,2018-06-08,45-64,True
2018-0060,1,AVENIDA,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,"LAVALLE y ALEM, LEANDRO N. AV.",PEATON,MASCULINO,51,2018-06-08 12:50:00,2018-06-08,45-64,True
2018-0061,1,CALLE,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,ESTADOS UNIDOS y PICHINCHA,CONDUCTOR,MASCULINO,51,2018-06-10 11:15:00,2018-06-10,45-64,True
2018-0062,1,CALLE,6,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,ROSARIO y BARCO CENTENERA DEL,PEATON,MASCULINO,32,2018-06-14 01:00:00,2018-06-14,30-44,True
2018-0063,1,AVENIDA,1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,"ALEM, LEANDRO N. AV. y VIAMONTE",PEATON,FEMENINO,28,2018-06-16 21:15:00,2018-06-17,18-29,True
2018-0064,1,AVENIDA,7,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,VARELA AV. y PRIMERA JUNTA,CONDUCTOR,MASCULINO,30,2018-06-25 01:15:00,2018-06-25,30-44,True
2018-0065,1,CALLE,1,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,"PELLEGRINI, CARLOS y JUNCAL",CONDUCTOR,MASCULINO,35,2018-06-26 17:30:00,2018-06-26,30-44,True
2018-0066,1,AVENIDA,15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,"CORRIENTES AV. y LACROZE, FEDERICO AV.",PEATON,MASCULINO,73,2018-06-28 11:00:00,2018-06-28,65+,True
2018-0067,1,AVENIDA,4,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-06-29 16:15:00,2018-07-06,65+,True
2018-0068,1,AVENIDA,7,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",CONDUCTOR,MASCULINO,21,2018-07-01 09:00:00,2018-07-01,18-29,True
2018-0069,1,AVENIDA,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CORDOBA AV. 2215,CICLISTA,MASCULINO,20,2018-07-04 21:45:00,2018-07-04,18-29,False
2018-0070,1,CALLE,3,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,"ESTADOS UNIDOS y URQUIZA, GRAL.",CONDUCTOR,MASCULINO,33,2018-07-07 15:45:00,2018-07-07,30-44,True
2018-0071,1,AVENIDA,1,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,"MORENO y HUERGO, ING. AV.",CONDUCTOR,MASCULINO,35,2018-07-10 17:50:00,2018-07-10,30-44,True
2018-0072,1,AUTOPISTA,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,CONDUCTOR,MASCULINO,27,2018-07-11 13:15:00,2018-07-13,18-29,False
2018-0073,1,AVENIDA,4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,"IRIARTE, GRAL. AV. 3400",PEATON,FEMENINO,67,2018-07-11 15:45:00,2018-07-11,65+,False
2018-0074,1,AVENIDA,7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,"ALBERDI, JUAN BAUTISTA AV. 2968",CONDUCTOR,MASCULINO,25,2018-07-14 06:04:00,2018-07-14,18-29,False
2018-0075,1,AVENIDA,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,PEATON,MASCULINO,23,2018-07-15 07:30:00,2018-07-15,18-29,True
2018-0076,1,CALLE,9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,"CHAVEZ, JORGE y PAZ, GRAL. AV.",CONDUCTOR,MASCULINO,73,2018-07-16 09:30:00,2018-07-16,65+,True
2018-0077,1,CALLE,3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,"URQUIZA, GRAL. y ESTADOS UNIDOS",CONDUCTOR,MASCULINO,58,2018-07-16 23:15:00,2018-07-17,45-64,True
2018-0078,1,CALLE,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PARAGUAY y SANCHEZ DE BUSTAMANTE,PEATON,MASCULINO,27,2018-07-21 06:15:00,2018-07-21,18-29,True
2018-0079,1,GRAL PAZ,9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",PEATON,MASCULINO,35,2018-07-23 07:15:00,2018-07-23,30-44,True
2018-0080,1,AVENIDA,9,-58.51232237,-34.6590353,PEATON-AUTO,PEATON,AUTO,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",PEATON,MASCULINO,26,2018-07-25 22:22:00,2018-07-25,18-29,True
2018-0081,1,AVENIDA,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,PEATON,MASCULINO,35,2018-07-29 06:30:00,2018-07-29,30-44,True
2018-0082,1,AVENIDA,9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",CONDUCTOR,FEMENINO,17,2018-08-01 15:53:00,2018-08-01,0-17,True
2018-0083,1,GRAL PAZ,8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CONDUCTOR,MASCULINO,35,2018-08-02 05:20:00,2018-08-02,30-44,True
2018-0084,1,AVENIDA,1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",PEATON,MASCULINO,45,2018-08-03 07:25:00,2018-08-03,45-64,True
2018-0085,1,AVENIDA,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03 18:16:00,2018-08-03,18-29,True
2018-0085,1,AVENIDA,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",CONDUCTOR,MASCULINO,30,2018-08-03 18:16:00,2018-08-03,30-44,True
2018-0086,1,AVENIDA,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,DIRECTORIO AV. y GUARDIA NACIONAL,PEATON,MASCULINO,40,2018-08-10 21:44:00,2018-08-10,30-44,True
2018-0087,1,AVENIDA,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PAVON AV. y COLOMBRES,PEATON,MASCULINO,75,2018-08-15 19:20:00,2018-08-20,65+,True
2018-0088,1,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO-CARGAS,MOTO,CARGAS,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",CONDUCTOR,MASCULINO,35,2018-08-17 16:36:00,2018-08-17,30-44,True
2018-0089,1,AVENIDA,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PICHINCHA AV. y BRASIL,PEATON,MASCULINO,80,2018-08-17 17:56:00,2018-08-17,65+,True
2018-0090,1,AVENIDA,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,27 DE FEBRERO AV. y PERGAMINO,CONDUCTOR,MASCULINO,27,2018-08-18 10:34:00,2018-08-18,18-29,True
2018-0091,1,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,AUTOPISTA PERITO MORENO y BARRAGAN,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19 18:47:00,2018-08-19,18-29,True
2018-0092,1,AVENIDA,14,-58.4233693,-34.59774487,MOTO-AUTO,MOTO,AUTO,CORDOBA AV. y GASCON,CONDUCTOR,MASCULINO,23,2018-08-20 08:20:00,2018-08-20,18-29,True
2018-0093,1,CALLE,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,15 DE NOVIEMBRE DE 1889 1513,PEATON,MASCULINO,24,2018-08-20 08:41:00,2018-08-20,18-29,False
2018-0094,1,CALLE,14,-58.4116902,-34.5857988,MOTO-PASAJEROS,MOTO,PASAJEROS,"SALGUERO, JERONIMO y BERUTI",CONDUCTOR,MASCULINO,32,2018-08-23 05:35:00,2018-08-23,30-44,True
2018-0095,1,AVENIDA,9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26 00:59:00,2018-08-26,45-64,True
2018-0096,1,AUTOPISTA,8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",PEATON,MASCULINO,39,2018-08-31 22:20:00,2018-08-31,30-44,True
2018-0097,1,AVENIDA,8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",CONDUCTOR,FEMENINO,35,2018-09-02 10:50:00,2018-09-02,30-44,True
2018-0098,1,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,"PAZ, GRAL. AV. y BERON DE ASTRADA",CONDUCTOR,MASCULINO,55,2018-09-09 05:00:00,2018-09-09,45-64,True
2018-0098,1,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,"PAZ, GRAL. AV. y BERON DE ASTRADA",PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09 05:00:00,2018-09-09,45-64,True
2018-0099,1,AVENIDA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. y PEDERNERA,PEATON,MASCULINO,18,2018-09-12 14:25:00,2018-09-13,18-29,True
2018-0100,1,AVENIDA,1,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",CONDUCTOR,FEMENINO,33,2018-09-20 10:30:00,2018-09-20,30-44,False
2018-0101,1,GRAL PAZ,12,-58.48098594,-34.5407313,MULTIPLE,AUTO,MULTIPLE,"PAZ, GRAL. AV. y ZAPIOLA",CONDUCTOR,MASCULINO,35,2018-09-21 00:15:00,2018-09-21,30-44,True
2018-0102,1,CALLE,4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,"FAMATINA y TABORDA, DIOGENES",CONDUCTOR,MASCULINO,20,2018-09-21 00:30:00,2018-09-21,18-29,True
2018-0103,1,AVENIDA,7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",PEATON,MASCULINO,1,2018-09-27 17:51:00,2018-09-29,0-17,True
2018-0104,1,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,CONDUCTOR,MASCULINO,22,2018-10-01 08:58:00,2018-10-01,18-29,True
2018-0105,1,AVENIDA,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,NAZCA AV. y RIVADAVIA AV.,PEATON,FEMENINO,56,2018-10-03 18:12:00,2018-10-03,45-64,True
2018-0106,1,AVENIDA,13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",CONDUCTOR,MASCULINO,27,2018-10-04 22:02:00,2018-10-04,18-29,True
2018-0107,1,AVENIDA,3,-58.4059686,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,RIVADAVIA AV. y JUJUY AV.,PEATON,FEMENINO,62,2018-10-06 14:20:00,2018-10-06,45-64,True
